"date","home_team","away_team","team","scorer","minute","own_goal","penalty"
"1993-04-28","Republic of Ireland","Denmark","Republic of Ireland","Niall Quinn",75,false,false
"1993-04-28","Spain","Northern Ireland","Northern Ireland","Kevin Wilson",11,false,false
"1993-04-28","Spain","Northern Ireland","Spain","Julio Salinas",21,false,false
"1993-04-28","Spain","Northern Ireland","Spain","Julio Salinas",26,false,false
"1993-04-28","Spain","Northern Ireland","Spain","Fernando Hierro",41,false,false
"1993-05-01","Switzerland","Italy","Switzerland","Marc Hottiger",56,false,false
"1993-05-12","Estonia","Malta","Malta","Kristian Laferla",16,false,false
"1993-05-13","Finland","Austria","Finland","Mixu Paatelainen",17,false,false
"1993-05-13","Finland","Austria","Finland","Marko Rajamäki",20,false,false
"1993-05-13","Finland","Austria","Finland","Ari Hjelm",52,false,false
"1993-05-13","Finland","Austria","Austria","Michael Zisser",89,false,false
"1993-05-19","Estonia","Scotland","Scotland","Kevin Gallacher",43,false,false
"1993-05-19","Estonia","Scotland","Scotland","John Collins",59,false,false
"1993-05-19","Estonia","Scotland","Scotland","Scott Booth",73,false,false
"1993-05-19","San Marino","Poland","Poland","Marek Leśniak",52,false,false
"1993-05-19","San Marino","Poland","Poland","Krzysztof Warzycha",56,false,false
"1993-05-19","San Marino","Poland","Poland","Marek Leśniak",80,false,false
"1993-05-19","Sweden","Austria","Sweden","Jan Eriksson",50,false,false
"1993-05-20","Luxembourg","Iceland","Iceland","Arnór Guðjohnsen",40,false,false
"1993-05-20","Luxembourg","Iceland","Luxembourg","Hlynur Birgisson",70,true,false
"1993-05-22","Belgium","Faroe Islands","Belgium","Marc Wilmots",33,false,false
"1993-05-22","Belgium","Faroe Islands","Belgium","Enzo Scifo",50,false,true
"1993-05-22","Belgium","Faroe Islands","Belgium","Marc Wilmots",76,false,false
"1993-05-25","Lithuania","Northern Ireland","Northern Ireland","Iain Dowie",8,false,false
"1993-05-26","Albania","Republic of Ireland","Albania","Sokol Kushta",8,false,false
"1993-05-26","Albania","Republic of Ireland","Republic of Ireland","Steve Staunton",12,false,false
"1993-05-26","Albania","Republic of Ireland","Republic of Ireland","Tony Cascarino",77,false,false
"1993-05-29","Poland","England","Poland","Dariusz Adamczuk",36,false,false
"1993-05-29","Poland","England","England","Ian Wright",84,false,false
"1993-06-02","Czech Republic","Romania","Czech Republic","Petr Vrabec",13,false,false
"1993-06-02","Czech Republic","Romania","Romania","Florin Răducioiu",26,false,false
"1993-06-02","Czech Republic","Romania","Czech Republic","Radoslav Látal",37,false,false
"1993-06-02","Czech Republic","Romania","Romania","Florin Răducioiu",55,false,false
"1993-06-02","Czech Republic","Romania","Czech Republic","Peter Dubovský",58,false,false
"1993-06-02","Czech Republic","Romania","Czech Republic","Peter Dubovský",84,false,false
"1993-06-02","Czech Republic","Romania","Czech Republic","Peter Dubovský",90,false,false
"1993-06-02","Denmark","Albania","Denmark","John Jensen",11,false,false
"1993-06-02","Denmark","Albania","Denmark","Frank Pingel",20,false,false
"1993-06-02","Denmark","Albania","Denmark","Peter Møller",28,false,false
"1993-06-02","Denmark","Albania","Denmark","Frank Pingel",40,false,false
"1993-06-02","Latvia","Northern Ireland","Northern Ireland","Jim Magilton",4,false,false
"1993-06-02","Latvia","Northern Ireland","Northern Ireland","Gerry Taggart",15,false,false
"1993-06-02","Latvia","Northern Ireland","Latvia","Ainārs Linards",55,false,false
"1993-06-02","Lithuania","Spain","Spain","Julen Guerrero",73,false,false
"1993-06-02","Lithuania","Spain","Spain","Julen Guerrero",77,false,false
"1993-06-02","Norway","England","Norway","Øyvind Leonhardsen",43,false,false
"1993-06-02","Norway","England","Norway","Lars Bohinen",48,false,false
"1993-06-02","Scotland","Estonia","Scotland","Brian McClair",18,false,false
"1993-06-02","Scotland","Estonia","Scotland","Pat Nevin",27,false,false
