"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","winning_team","draw"
"2003-10-11","Scotland","Lithuania",1,0,"UEFA Euro qualification","Glasgow","Scotland",false,"Scotland",0
"2003-10-11","Sweden","Latvia",0,1,"UEFA Euro qualification","Solna","Sweden",false,"Latvia",0
"2003-10-11","Switzerland","Republic of Ireland",2,0,"UEFA Euro qualification","Basel","Switzerland",false,"Switzerland",0
"2003-10-11","Turkey","England",0,0,"UEFA Euro qualification","Istanbul","Turkey",false,"draw",1
"2003-10-11","Ukraine","North Macedonia",0,0,"Friendly","Kyiv","Ukraine",false,"draw",1
"2003-10-11","Wales","Serbia",2,3,"UEFA Euro qualification","Cardiff","Wales",false,"Serbia",0
"2003-11-12","Poland","Italy",3,1,"Friendly","Warsaw","Poland",false,"Poland",0
"2003-11-15","Albania","Estonia",2,0,"Friendly","Tirana","Albania",false,"Albania",0
"2003-11-15","Croatia","Slovenia",1,1,"UEFA Euro qualification","Zagreb","Croatia",false,"draw",1
"2003-11-15","Latvia","Turkey",1,0,"UEFA Euro qualification","Riga","Latvia",false,"Latvia",0
"2003-11-15","Portugal","Greece",1,1,"Friendly","Aveiro","Portugal",false,"draw",1
"2003-11-15","Scotland","Netherlands",1,0,"UEFA Euro qualification","Glasgow","Scotland",false,"Scotland",0
"2003-11-15","Spain","Norway",2,1,"UEFA Euro qualification","Valencia","Spain",false,"Spain",0
"2003-11-16","England","Denmark",2,3,"Friendly","Manchester","England",false,"Denmark",0
"2003-11-16","Italy","Romania",1,0,"Friendly","Ancona","Italy",false,"Italy",0
"2003-11-16","Poland","Serbia",4,3,"Friendly","Płock","Poland",false,"Poland",0
"2003-11-19","Hungary","Estonia",0,1,"Friendly","Budapest","Hungary",false,"Estonia",0
"2003-11-19","Netherlands","Scotland",6,0,"UEFA Euro qualification","Amsterdam","Netherlands",false,"Netherlands",0
"2003-11-19","Norway","Spain",0,3,"UEFA Euro qualification","Oslo","Norway",false,"Spain",0
"2003-11-19","Slovenia","Croatia",0,1,"UEFA Euro qualification","Ljubljana","Slovenia",false,"Croatia",0
"2003-11-19","Turkey","Latvia",2,2,"UEFA Euro qualification","Istanbul","Turkey",false,"draw",1
"2003-11-20","Luxembourg","Moldova",1,2,"Friendly","Hesperange","Luxembourg",false,"Moldova",0
"2003-12-11","Malta","Poland",0,4,"Friendly","Attard","Malta",false,"Poland",0
"2003-12-14","Lithuania","Poland",1,3,"Friendly","Attard","Malta",true,"Poland",0
"2004-01-22","Sweden","Norway",0,3,"Lunar New Year Cup","So Kon Po","Hong Kong",true,"Norway",0
"2004-02-14","Belarus","Estonia",1,2,"Friendly","Ta' Qali","Malta",true,"Estonia",0
"2004-02-14","Malta","Moldova",0,0,"Malta International Tournament","Attard","Malta",false,"draw",1
"2004-02-16","Malta","Estonia",5,2,"Malta International Tournament","Attard","Malta",false,"Malta",0
"2004-02-18","Albania","Sweden",2,1,"Friendly","Tirana","Albania",false,"Albania",0
"2004-02-18","Belgium","France",0,2,"Friendly","Brussels","Belgium",false,"France",0
"2004-02-18","Cyprus","Belarus",0,2,"Cyprus International Tournament","Achna","Cyprus",false,"Belarus",0
"2004-02-18","Estonia","Moldova",1,0,"Malta International Tournament","Attard","Malta",true,"Estonia",0
"2004-02-18","Greece","Bulgaria",2,0,"Friendly","Athens","Greece",false,"Greece",0
"2004-02-18","Hungary","Armenia",2,0,"Cyprus International Tournament","Paphos","Cyprus",true,"Hungary",0
"2004-02-18","Italy","Czech Republic",2,2,"Friendly","Palermo","Italy",false,"draw",1
"2004-02-18","Latvia","Kazakhstan",3,1,"Cyprus International Tournament","Larnaca","Cyprus",true,"Latvia",0
"2004-02-18","North Macedonia","Bosnia and Herzegovina",1,0,"Friendly","Skopje","North Macedonia",false,"North Macedonia",0
"2004-02-18","Northern Ireland","Norway",1,4,"Friendly","Belfast","Northern Ireland",false,"Norway",0
"2004-02-18","Poland","Slovenia",2,0,"Friendly","San Fernando","Spain",true,"Poland",0
"2004-02-18","Portugal","England",1,1,"Friendly","Faro","Portugal",false,"draw",1
"2004-02-18","Romania","Georgia",3,0,"Cyprus International Tournament","Larnaca","Cyprus",true,"Romania",0
"2004-02-18","Wales","Scotland",4,0,"Friendly","Cardiff","Wales",false,"Wales",0
"2004-02-19","Cyprus","Georgia",3,1,"Cyprus International Tournament","Nicosia","Cyprus",false,"Cyprus",0
"2004-02-19","Kazakhstan","Armenia",3,3,"Cyprus International Tournament","Paphos","Cyprus",true,"draw",1
"2004-02-19","Latvia","Hungary",1,2,"Cyprus International Tournament","Limassol","Cyprus",true,"Hungary",0
"2004-02-21","Belarus","Latvia",4,1,"Cyprus International Tournament","Larnaca","Cyprus",true,"Belarus",0
"2004-02-21","Cyprus","Kazakhstan",2,1,"Cyprus International Tournament","Limassol","Cyprus",false,"Cyprus",0
"2004-02-21","Georgia","Armenia",0,2,"Cyprus International Tournament","Nicosia","Cyprus",true,"Armenia",0
"2004-02-21","Poland","Faroe Islands",6,0,"Friendly","San Fernando","Spain",true,"Poland",0
"2004-02-24","Faroe Islands","Luxembourg",4,2,"Friendly","San Fernando","Spain",true,"Faroe Islands",0
"2004-03-31","Estonia","Northern Ireland",0,1,"Friendly","Tallinn","Estonia",false,"Northern Ireland",0
"2004-03-31","Albania","Iceland",2,1,"Friendly","Tirana","Albania",false,"Albania",0
"2004-03-31","Croatia","Turkey",2,2,"Friendly","Zagreb","Croatia",false,"draw",1
"2004-03-31","Greece","Switzerland",1,0,"Friendly","Heraklion","Greece",false,"Greece",0
"2004-03-31","Republic of Ireland","Czech Republic",2,1,"Friendly","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"2004-03-31","Luxembourg","Bosnia and Herzegovina",1,2,"Friendly","Luxembourg","Luxembourg",false,"Bosnia and Herzegovina",0
"2004-03-31","North Macedonia","Ukraine",1,0,"Friendly","Skopje","North Macedonia",false,"North Macedonia",0
"2004-03-31","Malta","Finland",1,2,"Friendly","Attard","Malta",false,"Finland",0
"2004-03-31","Moldova","Azerbaijan",2,1,"Friendly","Chișinău","Moldova",false,"Moldova",0
"2004-03-31","Netherlands","France",0,0,"Friendly","Rotterdam","Netherlands",false,"draw",1
"2004-03-31","Portugal","Italy",1,2,"Friendly","Braga","Portugal",false,"Italy",0
"2004-03-31","Scotland","Romania",1,2,"Friendly","Glasgow","Scotland",false,"Romania",0
"2004-03-31","Serbia","Norway",0,1,"Friendly","Belgrade","Serbia and Montenegro",false,"Norway",0
"2004-03-31","Slovakia","Austria",1,1,"Friendly","Bratislava","Slovakia",false,"draw",1
"2004-03-31","Slovenia","Latvia",0,1,"Friendly","Celje","Slovenia",false,"Latvia",0
"2004-03-31","Spain","Denmark",2,0,"Friendly","Gijón","Spain",false,"Spain",0
"2004-03-31","Sweden","England",1,0,"Friendly","Gothenburg","Sweden",false,"Sweden",0
"2004-04-28","Austria","Luxembourg",4,1,"Friendly","Innsbruck","Austria",false,"Austria",0
"2004-04-28","Belarus","Lithuania",1,0,"Friendly","Minsk","Belarus",false,"Belarus",0
"2004-04-28","Belgium","Turkey",2,3,"Friendly","Brussels","Belgium",false,"Turkey",0
"2004-04-28","Bosnia and Herzegovina","Finland",1,0,"Friendly","Zenica","Bosnia and Herzegovina",false,"Bosnia and Herzegovina",0
"2004-04-28","Denmark","Scotland",1,0,"Friendly","Copenhagen","Denmark",false,"Denmark",0
"2004-04-28","Estonia","Albania",1,1,"Friendly","Tallinn","Estonia",false,"draw",1
"2004-04-28","Italy","Spain",1,1,"Friendly","Genoa","Italy",false,"draw",1
"2004-04-28","Kazakhstan","Azerbaijan",2,3,"Friendly","Almaty","Kazakhstan",false,"Azerbaijan",0
"2004-04-28","Latvia","Iceland",0,0,"Friendly","Riga","Latvia",false,"draw",1
"2004-04-28","North Macedonia","Croatia",0,1,"Friendly","Skopje","North Macedonia",false,"Croatia",0
"2004-04-28","Netherlands","Greece",4,0,"Friendly","Eindhoven","Netherlands",false,"Netherlands",0
"2004-04-28","Northern Ireland","Serbia",1,1,"Friendly","Belfast","Northern Ireland",false,"draw",1
"2004-04-28","Poland","Republic of Ireland",0,0,"Friendly","Bydgoszcz","Poland",false,"draw",1
"2004-04-28","Portugal","Sweden",2,2,"Friendly","Coimbra","Portugal",false,"draw",1
"2004-04-28","San Marino","Liechtenstein",1,0,"Friendly","Serravalle","San Marino",false,"San Marino",0
"2004-04-28","Switzerland","Slovenia",2,1,"Friendly","Geneva","Switzerland",false,"Switzerland",0
"2004-04-28","Ukraine","Slovakia",1,1,"Friendly","Kyiv","Ukraine",false,"draw",1
"2004-05-27","Estonia","Scotland",0,1,"Friendly","Tallinn","Estonia",false,"Scotland",0
"2004-05-27","Republic of Ireland","Romania",1,0,"Friendly","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"2004-05-27","Norway","Wales",0,0,"Friendly","Oslo","Norway",false,"draw",1
"2004-05-28","Finland","Sweden",1,3,"Friendly","Tampere","Finland",false,"Sweden",0
"2004-05-28","France","Andorra",4,0,"Friendly","Montpellier","France",false,"France",0
"2004-05-29","Croatia","Slovakia",1,0,"Friendly","Rijeka","Croatia",false,"Croatia",0
"2004-05-29","Netherlands","Belgium",0,1,"Friendly","Eindhoven","Netherlands",false,"Belgium",0
"2004-05-29","Poland","Greece",1,0,"Friendly","Szczecin","Poland",false,"Poland",0
"2004-05-29","Portugal","Luxembourg",3,0,"Friendly","Águeda","Portugal",false,"Portugal",0
"2004-05-30","Estonia","Denmark",2,2,"Friendly","Tallinn","Estonia",false,"draw",1
"2004-06-01","Netherlands","Faroe Islands",3,0,"Friendly","Lausanne","Switzerland",true,"Netherlands",0
"2004-06-02","Czech Republic","Bulgaria",3,1,"Friendly","Prague","Czech Republic",false,"Czech Republic",0
"2004-06-03","Liechtenstein","Greece",0,2,"Friendly","Vaduz","Liechtenstein",false,"Greece",0
"2004-06-05","Denmark","Croatia",1,2,"Friendly","Copenhagen","Denmark",false,"Croatia",0
"2004-06-05","England","Iceland",6,1,"Friendly","Manchester","England",false,"England",0
"2004-06-05","Netherlands","Republic of Ireland",0,1,"Friendly","Amsterdam","Netherlands",false,"Republic of Ireland",0
"2004-06-05","Portugal","Lithuania",4,1,"Friendly","Setúbal","Portugal",false,"Portugal",0
"2004-06-05","Spain","Andorra",4,0,"Friendly","Getafe","Spain",false,"Spain",0
"2004-06-05","Sweden","Poland",3,1,"Friendly","Solna","Sweden",false,"Sweden",0
"2004-06-06","Czech Republic","Estonia",2,0,"Friendly","Teplice","Czech Republic",false,"Czech Republic",0
"2004-06-06","France","Ukraine",1,0,"Friendly","Saint-Denis","France",false,"France",0
"2004-06-06","Latvia","Azerbaijan",2,2,"Friendly","Riga","Latvia",false,"draw",1
"2004-06-06","Switzerland","Liechtenstein",1,0,"Friendly","Zürich","Switzerland",false,"Switzerland",0
"2004-06-11","Estonia","North Macedonia",2,4,"Friendly","Tallinn","Estonia",false,"North Macedonia",0
"2004-06-12","Portugal","Greece",1,2,"UEFA Euro","Porto","Portugal",false,"Greece",0
"2004-06-13","France","England",2,1,"UEFA Euro","Lisbon","Portugal",true,"France",0
"2004-06-13","Switzerland","Croatia",0,0,"UEFA Euro","Leiria","Portugal",true,"draw",1
"2004-06-14","Denmark","Italy",0,0,"UEFA Euro","Guimarães","Portugal",true,"draw",1
"2004-06-14","Sweden","Bulgaria",5,0,"UEFA Euro","Lisbon","Portugal",true,"Sweden",0
"2004-06-15","Czech Republic","Latvia",2,1,"UEFA Euro","Aveiro","Portugal",true,"Czech Republic",0
"2004-06-16","Greece","Spain",1,1,"UEFA Euro","Porto","Portugal",true,"draw",1
"2004-06-17","Croatia","France",2,2,"UEFA Euro","Leiria","Portugal",true,"draw",1
"2004-06-17","England","Switzerland",3,0,"UEFA Euro","Coimbra","Portugal",true,"England",0
"2004-06-18","Bulgaria","Denmark",0,2,"UEFA Euro","Braga","Portugal",true,"Denmark",0
"2004-06-18","Italy","Sweden",1,1,"UEFA Euro","Porto","Portugal",true,"draw",1
"2004-06-19","Netherlands","Czech Republic",2,3,"UEFA Euro","Aveiro","Portugal",true,"Czech Republic",0
"2004-06-20","Portugal","Spain",1,0,"UEFA Euro","Lisbon","Portugal",false,"Portugal",0
"2004-06-21","Croatia","England",2,4,"UEFA Euro","Lisbon","Portugal",true,"England",0
"2004-06-21","Switzerland","France",1,3,"UEFA Euro","Coimbra","Portugal",true,"France",0
"2004-06-22","Denmark","Sweden",2,2,"UEFA Euro","Porto","Portugal",true,"draw",1
"2004-06-22","Italy","Bulgaria",2,1,"UEFA Euro","Guimarães","Portugal",true,"Italy",0
"2004-06-23","Netherlands","Latvia",3,0,"UEFA Euro","Braga","Portugal",true,"Netherlands",0
"2004-06-24","Portugal","England",2,2,"UEFA Euro","Lisbon","Portugal",false,"draw",1
"2004-06-25","France","Greece",0,1,"UEFA Euro","Lisbon","Portugal",true,"Greece",0
"2004-06-26","Sweden","Netherlands",0,0,"UEFA Euro","Faro","Portugal",true,"draw",1
"2004-06-27","Czech Republic","Denmark",3,0,"UEFA Euro","Porto","Portugal",true,"Czech Republic",0
"2004-06-30","Portugal","Netherlands",2,1,"UEFA Euro","Lisbon","Portugal",false,"Portugal",0
"2004-07-01","Greece","Czech Republic",1,0,"UEFA Euro","Porto","Portugal",true,"Greece",0
"2004-07-04","Portugal","Greece",0,1,"UEFA Euro","Lisbon","Portugal",false,"Greece",0
"2004-07-11","Serbia","Slovakia",2,0,"Kirin Cup","Fukuoka","Japan",true,"Serbia",0
"2004-08-18","Cyprus","Albania",2,1,"Friendly","Limassol","Cyprus",false,"Cyprus",0
"2004-08-18","Czech Republic","Greece",0,0,"Friendly","Prague","Czech Republic",false,"draw",1
"2004-08-18","England","Ukraine",3,0,"Friendly","Newcastle","England",false,"England",0
"2004-08-18","Faroe Islands","Malta",3,2,"Friendly","Toftir","Faroe Islands",false,"Faroe Islands",0
"2004-08-18","France","Bosnia and Herzegovina",1,1,"Friendly","Rennes","France",false,"draw",1
"2004-08-18","Iceland","Italy",2,0,"Friendly","Reykjavík","Iceland",false,"Iceland",0
"2004-08-18","Republic of Ireland","Bulgaria",1,1,"Friendly","Dublin","Republic of Ireland",false,"draw",1
"2004-08-18","Latvia","Wales",0,2,"Friendly","Riga","Latvia",false,"Wales",0
"2004-08-18","Liechtenstein","Estonia",1,2,"FIFA World Cup qualification","Vaduz","Liechtenstein",false,"Estonia",0
"2004-08-18","Moldova","Georgia",1,0,"Friendly","Tiraspol","Moldova",false,"Moldova",0
"2004-08-18","Norway","Belgium",2,2,"Friendly","Oslo","Norway",false,"draw",1
"2004-08-18","Poland","Denmark",1,5,"Friendly","Poznań","Poland",false,"Denmark",0
"2004-08-18","Romania","Finland",2,1,"FIFA World Cup qualification","Bucharest","Romania",false,"Romania",0
"2004-08-18","Scotland","Hungary",0,3,"Friendly","Glasgow","Scotland",false,"Hungary",0
"2004-08-18","Slovakia","Luxembourg",3,1,"FIFA World Cup qualification","Bratislava","Slovakia",false,"Slovakia",0
"2004-08-18","Slovenia","Serbia",1,1,"Friendly","Ljubljana","Slovenia",false,"draw",1
"2004-08-18","Sweden","Netherlands",2,2,"Friendly","Solna","Sweden",false,"draw",1
"2004-08-18","Switzerland","Northern Ireland",0,0,"Friendly","Zürich","Switzerland",false,"draw",1
"2004-08-18","Turkey","Belarus",1,2,"Friendly","Denizli","Turkey",false,"Belarus",0
"2004-08-18","North Macedonia","Armenia",3,0,"FIFA World Cup qualification","Skopje","North Macedonia",false,"North Macedonia",0
"2004-09-03","Netherlands","Liechtenstein",3,0,"Friendly","Utrecht","Netherlands",false,"Netherlands",0
"2004-09-03","Spain","Scotland",1,1,"Friendly","Valencia","Spain",false,"draw",1
"2004-09-04","Albania","Greece",2,1,"FIFA World Cup qualification","Tirana","Albania",false,"Albania",0
"2004-09-04","Austria","England",2,2,"FIFA World Cup qualification","Vienna","Austria",false,"draw",1
"2004-09-04","Azerbaijan","Wales",1,1,"FIFA World Cup qualification","Baku","Azerbaijan",false,"draw",1
"2004-09-04","Belgium","Lithuania",1,1,"FIFA World Cup qualification","Charleroi","Belgium",false,"draw",1
"2004-09-04","Croatia","Hungary",3,0,"FIFA World Cup qualification","Zagreb","Croatia",false,"Croatia",0
"2004-09-04","Denmark","Ukraine",1,1,"FIFA World Cup qualification","Copenhagen","Denmark",false,"draw",1
"2004-09-04","Estonia","Luxembourg",4,0,"FIFA World Cup qualification","Tallinn","Estonia",false,"Estonia",0
"2004-09-04","Finland","Andorra",3,0,"FIFA World Cup qualification","Tampere","Finland",false,"Finland",0
"2004-09-04","Iceland","Bulgaria",1,3,"FIFA World Cup qualification","Reykjavík","Iceland",false,"Bulgaria",0
"2004-09-04","Republic of Ireland","Cyprus",3,0,"FIFA World Cup qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"2004-09-04","Italy","Norway",2,1,"FIFA World Cup qualification","Palermo","Italy",false,"Italy",0
"2004-09-04","Latvia","Portugal",0,2,"FIFA World Cup qualification","Riga","Latvia",false,"Portugal",0
"2004-09-04","Malta","Sweden",0,7,"FIFA World Cup qualification","Attard","Malta",false,"Sweden",0
"2004-09-04","Northern Ireland","Poland",0,3,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"Poland",0
"2004-09-04","Romania","North Macedonia",2,1,"FIFA World Cup qualification","Craiova","Romania",false,"Romania",0
"2004-09-04","San Marino","Serbia",0,3,"FIFA World Cup qualification","Serravalle","San Marino",false,"Serbia",0
"2004-09-04","Slovenia","Moldova",3,0,"FIFA World Cup qualification","Celje","Slovenia",false,"Slovenia",0
"2004-09-04","Switzerland","Faroe Islands",6,0,"FIFA World Cup qualification","Basel","Switzerland",false,"Switzerland",0
"2004-09-04","Turkey","Georgia",1,1,"FIFA World Cup qualification","Trabzon","Turkey",false,"draw",1
"2004-09-08","Andorra","Romania",1,5,"FIFA World Cup qualification","Sant Julià de Lòria","Andorra",false,"Romania",0
"2004-09-08","Armenia","Finland",0,2,"FIFA World Cup qualification","Yerevan","Armenia",false,"Finland",0
"2004-09-08","Austria","Azerbaijan",2,0,"FIFA World Cup qualification","Vienna","Austria",false,"Austria",0
"2004-09-08","Bosnia and Herzegovina","Spain",1,1,"FIFA World Cup qualification","Zenica","Bosnia and Herzegovina",false,"draw",1
"2004-09-08","Faroe Islands","France",0,2,"FIFA World Cup qualification","Tórshavn","Faroe Islands",false,"France",0
"2004-09-08","Georgia","Albania",2,0,"FIFA World Cup qualification","Tbilisi","Georgia",false,"Georgia",0
"2004-09-08","Greece","Turkey",0,0,"FIFA World Cup qualification","Piraeus","Greece",false,"draw",1
"2004-09-08","Hungary","Iceland",3,2,"FIFA World Cup qualification","Budapest","Hungary",false,"Hungary",0
"2004-09-08","Kazakhstan","Ukraine",1,2,"FIFA World Cup qualification","Almaty","Kazakhstan",false,"Ukraine",0
"2004-09-08","Lithuania","San Marino",4,0,"FIFA World Cup qualification","Kaunas","Lithuania",false,"Lithuania",0
"2004-09-08","Luxembourg","Latvia",3,4,"FIFA World Cup qualification","Luxembourg","Luxembourg",false,"Latvia",0
"2004-09-08","Moldova","Italy",0,1,"FIFA World Cup qualification","Chișinău","Moldova",false,"Italy",0
"2004-09-08","Netherlands","Czech Republic",2,0,"FIFA World Cup qualification","Amsterdam","Netherlands",false,"Netherlands",0
"2004-09-08","Norway","Belarus",1,1,"FIFA World Cup qualification","Oslo","Norway",false,"draw",1
"2004-09-08","Poland","England",1,2,"FIFA World Cup qualification","Chorzów","Poland",false,"England",0
"2004-09-08","Portugal","Estonia",4,0,"FIFA World Cup qualification","Leiria","Portugal",false,"Portugal",0
"2004-09-08","Scotland","Slovenia",0,0,"FIFA World Cup qualification","Glasgow","Scotland",false,"draw",1
"2004-09-08","Slovakia","Liechtenstein",7,0,"FIFA World Cup qualification","Bratislava","Slovakia",false,"Slovakia",0
"2004-09-08","Sweden","Croatia",0,1,"FIFA World Cup qualification","Gothenburg","Sweden",false,"Croatia",0
"2004-09-08","Switzerland","Republic of Ireland",1,1,"FIFA World Cup qualification","Basel","Switzerland",false,"draw",1
"2004-09-08","Wales","Northern Ireland",2,2,"FIFA World Cup qualification","Cardiff","Wales",false,"draw",1
"2004-10-09","Albania","Denmark",0,2,"FIFA World Cup qualification","Tirana","Albania",false,"Denmark",0
"2004-10-09","Austria","Poland",1,3,"FIFA World Cup qualification","Vienna","Austria",false,"Poland",0
"2004-10-09","Azerbaijan","Northern Ireland",0,0,"FIFA World Cup qualification","Baku","Azerbaijan",false,"draw",1
"2004-10-09","Belarus","Moldova",4,0,"FIFA World Cup qualification","Minsk","Belarus",false,"Belarus",0
"2004-10-09","Bosnia and Herzegovina","Serbia",0,0,"FIFA World Cup qualification","Sarajevo","Bosnia and Herzegovina",false,"draw",1
"2004-10-09","Croatia","Bulgaria",2,2,"FIFA World Cup qualification","Zagreb","Croatia",false,"draw",1
"2004-10-09","Cyprus","Faroe Islands",2,2,"FIFA World Cup qualification","Nicosia","Cyprus",false,"draw",1
"2004-10-09","Czech Republic","Romania",1,0,"FIFA World Cup qualification","Prague","Czech Republic",false,"Czech Republic",0
"2004-10-09","England","Wales",2,0,"FIFA World Cup qualification","Manchester","England",false,"England",0
"2004-10-09","Finland","Armenia",3,1,"FIFA World Cup qualification","Tampere","Finland",false,"Finland",0
"2004-10-09","France","Republic of Ireland",0,0,"FIFA World Cup qualification","Saint-Denis","France",false,"draw",1
"2004-10-09","Liechtenstein","Portugal",2,2,"FIFA World Cup qualification","Vaduz","Liechtenstein",false,"draw",1
"2004-10-09","North Macedonia","Netherlands",2,2,"FIFA World Cup qualification","Skopje","North Macedonia",false,"draw",1
"2004-10-09","Malta","Iceland",0,0,"FIFA World Cup qualification","Attard","Malta",false,"draw",1
"2004-10-09","Scotland","Norway",0,1,"FIFA World Cup qualification","Glasgow","Scotland",false,"Norway",0
"2004-10-09","Slovakia","Latvia",4,1,"FIFA World Cup qualification","Bratislava","Slovakia",false,"Slovakia",0
"2004-10-09","Slovenia","Italy",1,0,"FIFA World Cup qualification","Celje","Slovenia",false,"Slovenia",0
"2004-10-09","Spain","Belgium",2,0,"FIFA World Cup qualification","Santander","Spain",false,"Spain",0
"2004-10-09","Sweden","Hungary",3,0,"FIFA World Cup qualification","Solna","Sweden",false,"Sweden",0
"2004-10-09","Turkey","Kazakhstan",4,0,"FIFA World Cup qualification","Istanbul","Turkey",false,"Turkey",0
"2004-10-09","Ukraine","Greece",1,1,"FIFA World Cup qualification","Kyiv","Ukraine",false,"draw",1
"2004-10-13","Andorra","North Macedonia",1,0,"FIFA World Cup qualification","Sant Julià de Lòria","Andorra",false,"Andorra",0
"2004-10-13","Armenia","Czech Republic",0,3,"FIFA World Cup qualification","Yerevan","Armenia",false,"Czech Republic",0
"2004-10-13","Azerbaijan","England",0,1,"FIFA World Cup qualification","Baku","Azerbaijan",false,"England",0
"2004-10-13","Bulgaria","Malta",4,1,"FIFA World Cup qualification","Sofia","Bulgaria",false,"Bulgaria",0
"2004-10-13","Cyprus","France",0,2,"FIFA World Cup qualification","Nicosia","Cyprus",false,"France",0
"2004-10-13","Denmark","Turkey",1,1,"FIFA World Cup qualification","Copenhagen","Denmark",false,"draw",1
"2004-10-13","Iceland","Sweden",1,4,"FIFA World Cup qualification","Reykjavík","Iceland",false,"Sweden",0
"2004-10-13","Republic of Ireland","Faroe Islands",2,0,"FIFA World Cup qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"2004-10-13","Italy","Belarus",4,3,"FIFA World Cup qualification","Parma","Italy",false,"Italy",0
"2004-10-13","Kazakhstan","Albania",0,1,"FIFA World Cup qualification","Almaty","Kazakhstan",false,"Albania",0
"2004-10-13","Latvia","Estonia",2,2,"FIFA World Cup qualification","Riga","Latvia",false,"draw",1
"2004-10-13","Lithuania","Spain",0,0,"FIFA World Cup qualification","Vilnius","Lithuania",false,"draw",1
"2004-10-13","Luxembourg","Liechtenstein",0,4,"FIFA World Cup qualification","Luxembourg","Luxembourg",false,"Liechtenstein",0
"2004-10-13","Moldova","Scotland",1,1,"FIFA World Cup qualification","Chișinău","Moldova",false,"draw",1
"2004-10-13","Netherlands","Finland",3,1,"FIFA World Cup qualification","Amsterdam","Netherlands",false,"Netherlands",0
"2004-10-13","Northern Ireland","Austria",3,3,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"draw",1
"2004-10-13","Norway","Slovenia",3,0,"FIFA World Cup qualification","Oslo","Norway",false,"Norway",0
"2004-10-13","Serbia","San Marino",5,0,"FIFA World Cup qualification","Belgrade","Serbia and Montenegro",true,"Serbia",0
"2004-10-13","Ukraine","Georgia",2,0,"FIFA World Cup qualification","Lviv","Ukraine",false,"Ukraine",0
"2004-10-13","Wales","Poland",2,3,"FIFA World Cup qualification","Cardiff","Wales",false,"Poland",0
"2004-11-16","Republic of Ireland","Croatia",1,0,"Friendly","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"2004-11-17","Andorra","Netherlands",0,3,"FIFA World Cup qualification","Barcelona","Spain",true,"Netherlands",0
"2004-11-17","Armenia","Romania",1,1,"FIFA World Cup qualification","Yerevan","Armenia",false,"draw",1
"2004-11-17","Azerbaijan","Bulgaria",0,0,"Friendly","Baku","Azerbaijan",false,"draw",1
"2004-11-17","Belgium","Serbia",0,2,"FIFA World Cup qualification","Brussels","Belgium",false,"Serbia",0
"2004-11-17","France","Poland",0,0,"Friendly","Saint-Denis","France",false,"draw",1
"2004-11-17","Georgia","Denmark",2,2,"FIFA World Cup qualification","Tbilisi","Georgia",false,"draw",1
"2004-11-17","Greece","Kazakhstan",3,1,"FIFA World Cup qualification","Piraeus","Greece",false,"Greece",0
"2004-11-17","Italy","Finland",1,0,"Friendly","Messina","Italy",false,"Italy",0
"2004-11-17","Liechtenstein","Latvia",1,3,"FIFA World Cup qualification","Vaduz","Liechtenstein",false,"Latvia",0
"2004-11-17","Luxembourg","Portugal",0,5,"FIFA World Cup qualification","Luxembourg","Luxembourg",false,"Portugal",0
"2004-11-17","North Macedonia","Czech Republic",0,2,"FIFA World Cup qualification","Skopje","North Macedonia",false,"Czech Republic",0
"2004-11-17","Malta","Hungary",0,2,"FIFA World Cup qualification","Attard","Malta",false,"Hungary",0
"2004-11-17","San Marino","Lithuania",0,1,"FIFA World Cup qualification","Serravalle","San Marino",false,"Lithuania",0
"2004-11-17","Scotland","Sweden",1,4,"Friendly","Edinburgh","Scotland",false,"Sweden",0
"2004-11-17","Slovakia","Slovenia",0,0,"Friendly","Trnava","Slovakia",false,"draw",1
"2004-11-17","Spain","England",1,0,"Friendly","Madrid","Spain",false,"Spain",0
"2004-11-17","Turkey","Ukraine",0,3,"FIFA World Cup qualification","Istanbul","Turkey",false,"Ukraine",0
"2004-11-30","Hungary","Slovakia",0,1,"King's Cup","Bangkok","Thailand",true,"Slovakia",0
"2004-12-02","Hungary","Estonia",5,0,"King's Cup","Bangkok","Thailand",true,"Hungary",0
"2005-02-08","Cyprus","Austria",1,1,"Cyprus International Tournament","Limassol","Cyprus",false,"draw",1
"2005-02-08","Latvia","Finland",1,2,"Cyprus International Tournament","Nicosia","Cyprus",true,"Finland",0
"2005-02-09","Albania","Ukraine",0,2,"FIFA World Cup qualification","Tirana","Albania",false,"Ukraine",0
"2005-02-09","Austria","Latvia",1,1,"Cyprus International Tournament","Limassol","Cyprus",true,"draw",1
"2005-02-09","Azerbaijan","Moldova",0,0,"Friendly","Baku","Azerbaijan",false,"draw",1
"2005-02-09","Bulgaria","Serbia",0,0,"Friendly","Sofia","Bulgaria",false,"draw",1
"2005-02-09","Cyprus","Finland",1,2,"Cyprus International Tournament","Nicosia","Cyprus",false,"Finland",0
"2005-02-09","England","Netherlands",0,0,"Friendly","Birmingham","England",false,"draw",1
